user_id,persona,trend_affinity,age_group,gender_identity,income_bracket,dietary_restriction
U03689,budget,protein,18-24,Woman,High,None
U03690,casual,protein,18-24,Woman,Low,None
U03691,casual,gut-health,45-54,Woman,Medium,None
U03692,budget,clean-label,18-24,Man,Medium,None
U03693,casual,clean-label,45-54,Man,Medium,Vegan
U03694,budget,protein,35-44,Non-binary,High,None
U03695,budget,gut-health,45-54,Non-binary,High,None
U03696,budget,plant-based,45-54,Woman,Medium,None
U03697,casual,gut-health,55+,Man,Low,Vegetarian
U03698,budget,plant-based,35-44,Man,Medium,None
U03699,,gut-health,18-24,Man,Medium,None
U03700,fitness,plant-based,18-24,Non-binary,High,Vegetarian
U03701,fitness,low-sugar,18-24,Man,Medium,None
U03702,,plant-based,35-44,Woman,Low,Vegetarian
U03703,budget,clean-label,35-44,Man,High,None
U03704,fitness,gut-health,45-54,Woman,Medium,None
U03705,premium,low-sugar,55+,Man,High,Vegan
U03706,fitness,low-sugar,45-54,Man,Medium,Vegan
U03707,fitness,gut-health,35-44,Man,High,None
U03708,premium,low-sugar,18-24,Man,High,None
U03709,fitness,protein,25-34,Woman,Low,None
U03710,premium,low-sugar,25-34,Man,Medium,Pescatarian
U03711,budget,plant-based,25-34,Man,Medium,None
U03712,premium,protein,35-44,Man,Low,None
U03713,premium,clean-label,45-54,Woman,Low,Vegan
U03714,casual,clean-label,18-24,Woman,High,None
U03715,casual,clean-label,45-54,Woman,Medium,None
U03716,budget,clean-label,18-24,Woman,Medium,None
U03717,budget,protein,18-24,Man,Low,None
U03718,budget,plant-based,18-24,Man,Medium,None
U03719,premium,clean-label,18-24,Man,High,None
U03720,fitness,gut-health,18-24,Woman,Medium,Vegetarian
U03721,premium,gut-health,25-34,Non-binary,Low,Jain
U03722,fitness,plant-based,35-44,Woman,Low,None
U03723,premium,low-sugar,25-34,Woman,Medium,Vegetarian
U03724,casual,clean-label,45-54,Man,Medium,Pescatarian
U03725,premium,protein,35-44,Woman,High,Vegan
U03726,budget,gut-health,18-24,Woman,Low,Vegetarian
U03727,premium,gut-health,35-44,Woman,Low,Vegetarian
U03728,fitness,protein,18-24,Woman,Low,Halal
U03729,fitness,gut-health,35-44,Woman,Medium,None
U03730,casual,plant-based,35-44,Woman,Medium,Vegetarian
U03731,premium,protein,25-34,Man,Low,None
U03732,fitness,low-sugar,25-34,Woman,Medium,Vegetarian
U03733,budget,gut-health,25-34,Man,High,Vegetarian
U03734,casual,clean-label,25-34,Woman,Medium,Halal
U03735,premium,clean-label,25-34,Woman,Medium,None
U03736,fitness,clean-label,18-24,Woman,High,None
U03737,budget,plant-based,25-34,Man,Low,None
U03738,budget,plant-based,45-54,Man,Medium,Jain
U03739,fitness,plant-based,25-34,Non-binary,Medium,None
U03740,fitness,low-sugar,45-54,Woman,Medium,None
U03741,fitness,protein,25-34,Man,Medium,None
U03742,casual,gut-health,18-24,Prefer not to say,Medium,Vegetarian
U03743,premium,plant-based,45-54,Woman,Low,Vegetarian
U03744,casual,plant-based,35-44,Woman,High,None
U03745,budget,gut-health,25-34,Man,High,Vegetarian
U03746,budget,plant-based,25-34,Man,Medium,Pescatarian
U03747,budget,clean-label,55+,Man,Low,Halal
U03748,fitness,clean-label,35-44,Woman,Medium,None
U03749,casual,plant-based,45-54,Woman,Low,None
U03750,budget,protein,18-24,Woman,High,Vegetarian
U03751,casual,low-sugar,25-34,Man,Low,None
U03752,casual,protein,25-34,Woman,Low,Vegan
U03753,premium,protein,35-44,Man,Medium,None
U03754,casual,clean-label,25-34,Woman,High,None
U03755,budget,protein,25-34,Woman,Medium,None
U03756,casual,protein,55+,Woman,Medium,Jain
U03757,budget,plant-based,35-44,Man,High,None
U03758,premium,low-sugar,18-24,Woman,Medium,None
U03759,fitness,protein,25-34,Woman,Low,None
U03760,premium,low-sugar,55+,Woman,High,None
U03761,fitness,protein,25-34,Man,Medium,None
U03762,premium,clean-label,55+,Man,Medium,Vegan
U03763,casual,plant-based,18-24,Woman,Medium,Halal
U03764,casual,low-sugar,35-44,Man,Low,Vegan
U03765,casual,gut-health,45-54,Woman,High,None
U03766,budget,gut-health,45-54,Man,Low,Jain
U03767,casual,protein,55+,Woman,Low,None
U03768,casual,protein,45-54,Woman,Medium,Vegan
U03769,,low-sugar,25-34,Non-binary,High,Vegan
U03770,fitness,gut-health,18-24,Non-binary,Medium,None
U03771,fitness,plant-based,25-34,Prefer not to say,High,Jain
U03772,budget,gut-health,18-24,Man,Medium,None
U03773,budget,gut-health,25-34,Woman,High,Vegan
U03774,premium,protein,45-54,Man,Medium,Pescatarian
U03775,fitness,gut-health,25-34,Man,Medium,None
U03776,budget,plant-based,25-34,Woman,Medium,None
U03777,fitness,plant-based,18-24,Woman,Low,Vegetarian
U03778,casual,protein,25-34,Woman,High,None
U03779,fitness,plant-based,25-34,Woman,Low,None
U03780,,protein,25-34,Man,Medium,None
U03781,casual,protein,25-34,Woman,Medium,None
U03782,premium,protein,55+,Woman,Low,Jain
U03783,fitness,low-sugar,35-44,Man,Medium,None
U03784,premium,plant-based,55+,Man,Medium,None
U03785,fitness,plant-based,35-44,Woman,Medium,Vegetarian
U03786,budget,gut-health,45-54,Man,High,None
U03787,premium,clean-label,25-34,Man,Low,Halal
U03788,fitness,low-sugar,35-44,Woman,Low,None
U03789,premium,protein,45-54,Man,Medium,None
U03790,budget,clean-label,25-34,Man,High,None
U03791,premium,low-sugar,35-44,Woman,Low,None
U03792,budget,gut-health,45-54,Man,Medium,None
U03793,premium,low-sugar,55+,Man,Low,None
U03794,fitness,low-sugar,25-34,Man,Low,None
U03795,budget,gut-health,25-34,Prefer not to say,Medium,Vegan
U03796,casual,low-sugar,45-54,Woman,Low,None
U03797,fitness,low-sugar,35-44,Man,Medium,Vegetarian
U03798,fitness,clean-label,25-34,Man,Low,Vegetarian
U03799,fitness,low-sugar,18-24,Woman,High,None
U03800,budget,low-sugar,25-34,Woman,High,None
U03801,casual,protein,45-54,Man,Low,None
U03802,premium,plant-based,18-24,Woman,High,Pescatarian
U03803,fitness,clean-label,25-34,Man,Low,None
U03804,casual,clean-label,25-34,Woman,Medium,Halal
U03805,fitness,clean-label,25-34,Man,Low,None
U03806,fitness,gut-health,25-34,Woman,Medium,None
U03807,fitness,low-sugar,25-34,Man,Medium,Vegetarian
U03808,fitness,low-sugar,25-34,Man,Medium,None
U03809,budget,gut-health,18-24,Man,Low,Vegan
U03810,fitness,low-sugar,18-24,Woman,Medium,Jain
U03811,fitness,low-sugar,18-24,Woman,Low,None
U03812,budget,low-sugar,25-34,Woman,Low,None
U03813,budget,plant-based,18-24,Woman,Medium,Vegan
U03814,fitness,clean-label,55+,Man,Medium,Pescatarian
U03815,budget,plant-based,35-44,Man,Medium,None
U03816,budget,protein,18-24,Woman,High,Kosher
U03817,premium,protein,35-44,Woman,Low,None
U03818,casual,clean-label,35-44,Woman,High,Vegan
U03819,casual,clean-label,25-34,Woman,Low,Vegetarian
U03820,fitness,gut-health,18-24,Woman,Medium,None
U03821,budget,low-sugar,25-34,Man,Medium,Vegan
U03822,casual,gut-health,35-44,Man,Medium,None
U03823,budget,plant-based,25-34,Woman,Low,Vegetarian
U03824,fitness,plant-based,35-44,Man,Low,None
U03825,fitness,gut-health,55+,Non-binary,High,None
U03826,premium,plant-based,25-34,Man,Low,Vegetarian
U03827,premium,low-sugar,35-44,Non-binary,Medium,None
U03828,budget,low-sugar,25-34,Woman,High,None
U03829,budget,gut-health,45-54,Woman,Low,Kosher
U03830,budget,plant-based,35-44,Man,Low,Vegan
U03831,fitness,low-sugar,25-34,Man,High,Pescatarian
U03832,casual,low-sugar,25-34,Man,High,None
U03833,fitness,gut-health,18-24,Man,Medium,None
U03834,premium,clean-label,18-24,Woman,Low,None
U03835,casual,protein,55+,Woman,Medium,Kosher
U03836,fitness,low-sugar,18-24,Non-binary,Medium,None
U03837,premium,clean-label,55+,Woman,Medium,None
U03838,budget,clean-label,25-34,Non-binary,Low,None
U03839,budget,gut-health,25-34,Man,Medium,Jain
U03840,fitness,protein,25-34,Man,High,None
U03841,premium,gut-health,18-24,Man,Medium,Vegetarian
U03842,,clean-label,18-24,Non-binary,Medium,None
U03843,fitness,low-sugar,25-34,Man,Medium,None
U03844,,low-sugar,25-34,Non-binary,Low,None
U03845,fitness,protein,25-34,Man,High,None
U03846,,plant-based,55+,Man,Medium,Vegetarian
U03847,premium,clean-label,25-34,Non-binary,Low,None
U03848,fitness,protein,35-44,Woman,Medium,None
U03849,,clean-label,35-44,Woman,Medium,None
U03850,premium,protein,35-44,Man,Medium,Kosher
U03851,fitness,gut-health,45-54,Woman,High,None
U03852,premium,low-sugar,18-24,Man,Medium,None
U03853,casual,gut-health,18-24,Man,High,None
U03854,premium,plant-based,18-24,Man,Low,None
U03855,fitness,low-sugar,55+,Man,Medium,None
U03856,premium,protein,25-34,Woman,High,None
U03857,fitness,low-sugar,55+,Woman,Medium,Vegetarian
U03858,premium,clean-label,55+,Woman,Medium,Vegetarian
U03859,,plant-based,35-44,Woman,Low,None
U03860,budget,gut-health,18-24,Man,Medium,None
U03861,budget,clean-label,25-34,Woman,High,None
U03862,casual,plant-based,25-34,Woman,Medium,None
U03863,casual,protein,45-54,Man,Low,None
U03864,budget,clean-label,18-24,Woman,Low,Vegan
U03865,,clean-label,55+,Woman,Medium,Vegetarian
U03866,fitness,low-sugar,25-34,Woman,Medium,Pescatarian
U03867,budget,gut-health,25-34,Prefer not to say,Low,None
U03868,casual,clean-label,45-54,Man,Low,None
U03869,premium,gut-health,25-34,Woman,Medium,None
U03870,budget,low-sugar,55+,Man,Low,None
U03871,premium,low-sugar,45-54,Man,High,Vegetarian
U03872,premium,protein,55+,Man,Medium,Vegetarian
U03873,premium,clean-label,45-54,Man,High,Vegetarian
U03874,fitness,clean-label,25-34,Woman,Low,None
U03875,casual,gut-health,25-34,Non-binary,Low,None
U03876,casual,gut-health,35-44,Man,Low,Vegan
U03877,casual,gut-health,25-34,Man,Low,Vegan
U03878,premium,plant-based,25-34,Woman,Low,None
U03879,fitness,clean-label,25-34,Man,Medium,Vegan
U03880,fitness,plant-based,25-34,Man,Medium,None
U03881,,protein,45-54,Man,Medium,Pescatarian
U03882,casual,clean-label,55+,Woman,Medium,None
U03883,casual,low-sugar,25-34,Man,Medium,Halal
U03884,fitness,plant-based,25-34,Woman,Medium,None
U03885,fitness,protein,25-34,Woman,Low,None
U03886,fitness,protein,18-24,Man,Low,None
U03887,casual,plant-based,25-34,Woman,Medium,None
U03888,budget,clean-label,35-44,Woman,Low,None
U03889,fitness,low-sugar,18-24,Non-binary,Medium,Vegetarian
U03890,,protein,18-24,Man,Low,None
U03891,premium,clean-label,45-54,Woman,Low,None
U03892,casual,plant-based,25-34,Woman,Low,None
U03893,budget,protein,25-34,Woman,High,None
U03894,premium,gut-health,25-34,Man,Medium,None
U03895,fitness,protein,25-34,Man,Medium,None
U03896,premium,low-sugar,18-24,Woman,Medium,None
U03897,casual,protein,25-34,Woman,High,None
U03898,budget,plant-based,55+,Non-binary,Low,Vegan
U03899,premium,clean-label,55+,Woman,Low,None
U03900,,low-sugar,18-24,Prefer not to say,Medium,None
U03901,budget,protein,25-34,Man,Medium,None
U03902,budget,gut-health,18-24,Man,High,None
U03903,,clean-label,25-34,Woman,Medium,Pescatarian
U03904,budget,clean-label,45-54,Woman,Medium,None
U03905,fitness,plant-based,25-34,Woman,Low,None
U03906,casual,protein,35-44,Woman,Low,Vegetarian
U03907,budget,protein,25-34,Man,High,None
U03908,budget,low-sugar,25-34,Prefer not to say,Low,None
U03909,premium,low-sugar,25-34,Woman,Low,None
U03910,budget,gut-health,25-34,Woman,High,None
U03911,fitness,gut-health,25-34,Woman,Low,None
U03912,casual,low-sugar,35-44,Man,Medium,None
U03913,premium,clean-label,55+,Woman,Medium,None
U03914,premium,protein,45-54,Woman,Medium,Halal
U03915,casual,protein,35-44,Woman,Medium,None
U03916,budget,plant-based,35-44,Woman,High,None
U03917,budget,plant-based,25-34,Woman,High,None
U03918,fitness,low-sugar,18-24,Woman,Medium,None
U03919,fitness,gut-health,25-34,Man,Low,None
U03920,budget,low-sugar,25-34,Man,Medium,None
U03921,premium,clean-label,25-34,Man,High,Pescatarian
U03922,premium,gut-health,45-54,Woman,Low,Vegan
U03923,premium,protein,45-54,Non-binary,Medium,None
U03924,casual,gut-health,45-54,Woman,Low,None
U03925,casual,plant-based,25-34,Man,High,None
U03926,premium,plant-based,25-34,Man,Low,Kosher
U03927,,protein,25-34,Man,Medium,None
U03928,premium,plant-based,18-24,Non-binary,Medium,None
U03929,premium,gut-health,25-34,Woman,Medium,None
U03930,casual,clean-label,18-24,Man,Medium,Kosher
U03931,casual,gut-health,18-24,Man,Low,Pescatarian
U03932,premium,plant-based,35-44,Woman,Medium,Vegan
U03933,casual,low-sugar,25-34,Non-binary,Low,None
U03934,budget,plant-based,45-54,Woman,Low,None
U03935,casual,plant-based,45-54,Man,Low,Halal
U03936,fitness,low-sugar,25-34,Woman,Medium,None
U03937,casual,gut-health,45-54,Woman,Low,Jain
U03938,,protein,25-34,Man,Medium,None
U03939,premium,protein,18-24,Man,Medium,None
U03940,fitness,plant-based,18-24,Man,High,Pescatarian
U03941,budget,low-sugar,35-44,Man,Low,None
U03942,budget,plant-based,18-24,Woman,High,Kosher
U03943,casual,gut-health,25-34,Man,Medium,None
U03944,premium,protein,18-24,Man,Medium,Vegetarian
U03945,,clean-label,25-34,Man,High,None
U03946,,gut-health,55+,Woman,High,None
U03947,fitness,protein,18-24,Woman,High,None
U03948,premium,plant-based,18-24,Man,Medium,Vegetarian
U03949,fitness,clean-label,35-44,Man,Low,None
U03950,fitness,protein,18-24,Man,Medium,Kosher
U03951,premium,gut-health,55+,Man,Medium,None
U03952,casual,protein,25-34,Man,Medium,Jain
U03953,fitness,gut-health,45-54,Man,Medium,Jain
U03954,fitness,plant-based,25-34,Woman,Medium,None
U03955,casual,low-sugar,45-54,Man,Medium,Halal
U03956,budget,low-sugar,18-24,Woman,Medium,None
U03957,budget,clean-label,45-54,Man,Medium,None
U03958,fitness,clean-label,35-44,Woman,Low,None
U03959,premium,protein,25-34,Man,Medium,Vegetarian
U03960,premium,low-sugar,25-34,Woman,Low,None
U03961,budget,low-sugar,25-34,Man,High,Kosher
U03962,budget,low-sugar,18-24,Man,Medium,None
U03963,premium,gut-health,18-24,Man,Low,None
U03964,premium,plant-based,55+,Non-binary,Low,None
U03965,fitness,low-sugar,25-34,Man,Low,None
U03966,premium,protein,25-34,Non-binary,Medium,None
U03967,budget,clean-label,25-34,Woman,High,Jain
U03968,fitness,low-sugar,18-24,Woman,Medium,None
U03969,premium,protein,35-44,Woman,Low,Vegan
U03970,fitness,low-sugar,25-34,Non-binary,High,None
U03971,casual,gut-health,18-24,Man,Medium,None
U03972,premium,low-sugar,18-24,Woman,Medium,None
U03973,budget,plant-based,35-44,Man,High,Pescatarian
U03974,premium,protein,35-44,Woman,Medium,Halal
U03975,budget,protein,45-54,Woman,Medium,None
U03976,casual,gut-health,18-24,Woman,Medium,Vegetarian
U03977,,gut-health,55+,Man,Medium,Halal
U03978,premium,gut-health,25-34,Man,High,Vegan
U03979,budget,protein,25-34,Woman,High,None
U03980,casual,low-sugar,55+,Man,High,Jain
U03981,casual,gut-health,25-34,Woman,Medium,None
U03982,,plant-based,25-34,Woman,Medium,Vegetarian
U03983,casual,plant-based,35-44,Woman,High,None
U03984,fitness,protein,18-24,Woman,Low,None
U03985,budget,low-sugar,45-54,Prefer not to say,Low,None
U03986,premium,gut-health,35-44,Man,Low,None
U03987,premium,clean-label,18-24,Woman,Medium,None
U03988,premium,gut-health,55+,Woman,Medium,Halal
U03989,budget,gut-health,18-24,Man,High,Kosher
U03990,casual,gut-health,55+,Woman,Medium,None
U03991,fitness,protein,35-44,Man,Medium,None
U03992,fitness,gut-health,35-44,Woman,High,None
U03993,premium,clean-label,18-24,Man,Medium,Pescatarian
U03994,fitness,clean-label,35-44,Man,Medium,None
U03995,fitness,plant-based,18-24,Man,Low,None
U03996,casual,low-sugar,55+,Woman,Low,None
U03997,budget,protein,25-34,Prefer not to say,Medium,Halal
U03998,casual,gut-health,25-34,Woman,Medium,None
U03999,premium,plant-based,18-24,Prefer not to say,Low,Vegan
U04000,casual,low-sugar,25-34,Man,Medium,Kosher
U04001,casual,clean-label,25-34,Man,High,None
U04002,budget,protein,18-24,Man,Medium,None
U04003,casual,low-sugar,25-34,Woman,Medium,Pescatarian
U04004,budget,low-sugar,55+,Man,Low,Vegetarian
U04005,premium,low-sugar,35-44,Man,Low,Vegan
U04006,budget,gut-health,18-24,Woman,Medium,None
U04007,casual,clean-label,25-34,Man,Medium,None
U04008,fitness,low-sugar,35-44,Woman,High,Vegetarian
U04009,casual,low-sugar,35-44,Man,Low,None
U04010,fitness,clean-label,25-34,Woman,Low,None
U04011,fitness,low-sugar,25-34,Man,Medium,Pescatarian
U04012,,low-sugar,18-24,Woman,High,None
U04013,budget,clean-label,18-24,Woman,High,None
U04014,casual,gut-health,35-44,Woman,Medium,Jain
U04015,premium,protein,35-44,Man,Medium,Pescatarian
U04016,casual,protein,55+,Man,Medium,None
U04017,,low-sugar,18-24,Man,Low,None
U04018,casual,plant-based,45-54,Man,Medium,Kosher
U04019,budget,low-sugar,25-34,Non-binary,Low,None
U04020,budget,plant-based,35-44,Man,Medium,Vegan
U04021,premium,gut-health,25-34,Man,Medium,Vegan
U04022,premium,clean-label,25-34,Woman,High,None
U04023,casual,gut-health,18-24,Woman,Low,Halal
U04024,casual,gut-health,35-44,Woman,High,Pescatarian
U04025,budget,protein,18-24,Non-binary,Low,None
U04026,premium,plant-based,25-34,Non-binary,High,Pescatarian
U04027,,plant-based,45-54,Woman,Medium,Halal
U04028,fitness,low-sugar,45-54,Man,Medium,Pescatarian
U04029,casual,protein,35-44,Non-binary,High,Pescatarian
U04030,fitness,plant-based,45-54,Woman,Medium,Vegan
U04031,fitness,clean-label,35-44,Man,Medium,None
U04032,fitness,low-sugar,35-44,Man,Medium,None
U04033,budget,protein,45-54,Woman,Medium,None
U04034,budget,low-sugar,18-24,Woman,Medium,Pescatarian
U04035,casual,protein,35-44,Man,Low,Kosher
U04036,budget,gut-health,25-34,Man,High,Pescatarian
U04037,budget,protein,45-54,Man,Medium,None
U04038,premium,protein,35-44,Woman,Low,Vegetarian
U04039,budget,clean-label,35-44,Woman,Low,None
U04040,premium,clean-label,18-24,Man,Low,None
U04041,fitness,protein,35-44,Woman,Medium,None
U04042,budget,plant-based,25-34,Man,Low,None
U04043,premium,plant-based,18-24,Woman,Low,Jain
U04044,budget,protein,25-34,Woman,Medium,Vegan
U04045,casual,clean-label,45-54,Woman,Medium,Vegan
U04046,budget,low-sugar,35-44,Woman,Low,Jain
U04047,fitness,gut-health,55+,Man,Medium,Kosher
U04048,premium,protein,18-24,Woman,Medium,None
U04049,casual,gut-health,25-34,Woman,Low,Vegan
U04050,budget,gut-health,25-34,Man,Medium,None
U04051,casual,clean-label,35-44,Man,Medium,None
U04052,,protein,25-34,Man,Low,None
U04053,casual,protein,18-24,Man,Medium,Pescatarian
U04054,premium,protein,55+,Man,Low,Pescatarian
U04055,fitness,plant-based,35-44,Man,High,Vegan
U04056,,protein,18-24,Woman,Medium,None
U04057,casual,protein,18-24,Non-binary,High,None
U04058,premium,plant-based,25-34,Woman,Medium,None
U04059,,plant-based,25-34,Woman,Low,Pescatarian
U04060,casual,low-sugar,25-34,Man,Low,Vegan
U04061,fitness,low-sugar,25-34,Non-binary,Low,Halal
U04062,casual,clean-label,55+,Woman,Medium,Halal
U04063,budget,clean-label,35-44,Woman,Low,Halal
U04064,budget,clean-label,35-44,Woman,High,Kosher
U04065,casual,plant-based,25-34,Man,Medium,Pescatarian
U04066,casual,plant-based,35-44,Woman,Medium,Pescatarian
U04067,fitness,low-sugar,25-34,Man,High,None
U04068,fitness,clean-label,35-44,Woman,Medium,None
U04069,budget,plant-based,25-34,Man,Medium,None
U04070,fitness,low-sugar,25-34,Woman,Medium,Vegan
U04071,budget,gut-health,18-24,Man,High,None
U04072,fitness,low-sugar,55+,Man,High,Vegetarian
U04073,premium,plant-based,25-34,Man,Medium,None
U04074,casual,clean-label,25-34,Man,Low,Vegetarian
U04075,budget,clean-label,35-44,Woman,Medium,None
U04076,premium,plant-based,18-24,Woman,Low,None
U04077,budget,gut-health,35-44,Woman,High,Vegetarian
U04078,premium,plant-based,18-24,Man,High,None
U04079,casual,protein,35-44,Man,Medium,None
U04080,fitness,plant-based,25-34,Woman,High,Vegetarian
U04081,budget,clean-label,25-34,Man,Medium,Jain
U04082,fitness,protein,25-34,Prefer not to say,Medium,Halal
U04083,budget,low-sugar,35-44,Man,Medium,None
U04084,premium,clean-label,25-34,Woman,Medium,Jain
U04085,casual,clean-label,35-44,Woman,Medium,None
U04086,budget,plant-based,45-54,Man,Medium,None
U04087,casual,low-sugar,45-54,Woman,High,None
U04088,casual,protein,18-24,Man,High,Halal
U04089,casual,protein,35-44,Woman,Medium,None
U04090,casual,clean-label,18-24,Woman,Medium,None
U04091,budget,protein,18-24,Man,Low,None
U04092,premium,clean-label,25-34,Man,High,Halal
U04093,premium,gut-health,35-44,Man,Medium,Kosher
U04094,fitness,protein,18-24,Man,Medium,Halal
U04095,casual,gut-health,45-54,Man,Low,None
U04096,budget,gut-health,18-24,Man,High,None
U04097,premium,low-sugar,18-24,Woman,Low,None
U04098,premium,protein,25-34,Woman,Low,None
U04099,premium,clean-label,18-24,Man,High,Vegetarian
U04100,casual,low-sugar,45-54,Prefer not to say,Low,None
U04101,fitness,clean-label,35-44,Woman,High,Jain
U04102,casual,low-sugar,35-44,Woman,Medium,Vegan
U04103,budget,clean-label,25-34,Woman,High,Jain
U04104,budget,clean-label,18-24,Non-binary,Medium,Vegan
U04105,budget,protein,35-44,Woman,Low,None
U04106,fitness,plant-based,35-44,Woman,High,Vegetarian
U04107,premium,protein,25-34,Man,Low,None
U04108,,low-sugar,35-44,Woman,Medium,None
U04109,premium,clean-label,35-44,Man,Medium,None
U04110,fitness,plant-based,18-24,Man,Low,Pescatarian
U04111,budget,protein,25-34,Man,Medium,None
U04112,fitness,clean-label,45-54,Woman,Low,None
U04113,budget,low-sugar,25-34,Man,Low,None
U04114,casual,low-sugar,45-54,Woman,Low,None
U04115,premium,plant-based,25-34,Woman,High,None
U04116,casual,plant-based,18-24,Woman,High,Vegan
U04117,casual,low-sugar,18-24,Woman,High,None
U04118,premium,protein,18-24,Woman,High,None
U04119,fitness,clean-label,45-54,Prefer not to say,Low,None
U04120,fitness,gut-health,25-34,Man,Low,None
U04121,budget,plant-based,35-44,Man,Medium,None
U04122,fitness,gut-health,35-44,Man,Low,None
U04123,casual,plant-based,25-34,Woman,Medium,None
U04124,,gut-health,35-44,Man,High,Kosher
U04125,casual,clean-label,25-34,Man,High,Kosher
U04126,budget,protein,18-24,Man,Medium,None
U04127,budget,clean-label,35-44,Non-binary,Low,None
U04128,fitness,protein,25-34,Man,Low,None
U04129,budget,clean-label,55+,Man,Medium,None
U04130,fitness,gut-health,18-24,Man,Medium,None
U04131,budget,clean-label,35-44,Woman,High,None
U04132,budget,plant-based,55+,Woman,High,None
U04133,fitness,low-sugar,18-24,Man,Medium,None
U04134,casual,gut-health,25-34,Woman,Low,Vegetarian
U04135,casual,clean-label,45-54,Woman,Medium,Vegan
U04136,premium,plant-based,35-44,Woman,Low,None
U04137,budget,low-sugar,25-34,Man,High,Vegetarian
U04138,casual,clean-label,25-34,Woman,High,Vegetarian
U04139,fitness,plant-based,18-24,Woman,Medium,None
U04140,casual,plant-based,25-34,Man,Medium,None
U04141,premium,clean-label,35-44,Man,Low,Halal
U04142,premium,protein,55+,Prefer not to say,Medium,None
U04143,premium,low-sugar,25-34,Man,Low,None
U04144,budget,clean-label,25-34,Man,Medium,None
U04145,fitness,protein,18-24,Woman,Medium,None
U04146,budget,gut-health,18-24,Man,High,None
U04147,premium,clean-label,25-34,Woman,Low,Jain
U04148,fitness,gut-health,25-34,Man,Low,None
U04149,budget,low-sugar,45-54,Woman,Medium,None
U04150,,gut-health,25-34,Man,Medium,None
U04151,premium,plant-based,25-34,Man,Medium,None
U04152,fitness,low-sugar,55+,Woman,Low,None
U04153,,plant-based,25-34,Man,Medium,None
U04154,budget,low-sugar,18-24,Woman,Medium,None
U04155,fitness,low-sugar,18-24,Man,High,Jain
U04156,budget,clean-label,25-34,Man,Medium,Vegetarian
U04157,premium,gut-health,25-34,Woman,Medium,None
U04158,fitness,protein,55+,Woman,Medium,Pescatarian
U04159,casual,plant-based,45-54,Non-binary,Medium,None
U04160,premium,plant-based,55+,Woman,Low,Vegan
U04161,budget,plant-based,35-44,Man,High,Vegan
U04162,premium,low-sugar,18-24,Man,Medium,None
U04163,premium,low-sugar,25-34,Woman,Medium,None
U04164,fitness,protein,25-34,Man,Medium,None
U04165,casual,gut-health,25-34,Woman,Low,None
U04166,budget,plant-based,18-24,Man,Medium,Pescatarian
U04167,fitness,protein,35-44,Woman,Medium,None
U04168,fitness,plant-based,25-34,Woman,Medium,Vegan
U04169,budget,clean-label,25-34,Woman,Medium,None
U04170,fitness,gut-health,25-34,Man,Low,None
U04171,fitness,plant-based,25-34,Woman,High,Vegan
U04172,casual,gut-health,18-24,Man,Medium,Kosher
U04173,budget,gut-health,25-34,Woman,Medium,None
U04174,casual,clean-label,45-54,Woman,Low,None
U04175,,gut-health,35-44,Man,Medium,Vegetarian
U04176,casual,gut-health,25-34,Woman,Medium,None
U04177,casual,protein,25-34,Man,High,Vegan
U04178,casual,gut-health,35-44,Woman,Medium,Halal
U04179,premium,plant-based,18-24,Woman,Low,None
U04180,premium,protein,55+,Man,Low,Vegan
U04181,budget,clean-label,35-44,Non-binary,Medium,None
U04182,fitness,protein,45-54,Non-binary,Low,None
U04183,budget,plant-based,18-24,Man,High,None
U04184,casual,low-sugar,25-34,Man,Low,Halal
U04185,budget,gut-health,25-34,Woman,Medium,None
U04186,premium,low-sugar,25-34,Non-binary,Medium,None
U04187,fitness,plant-based,25-34,Man,Medium,None
U04188,casual,clean-label,25-34,Woman,Medium,None
U04189,budget,protein,18-24,Woman,Medium,None
U04190,,plant-based,45-54,Man,High,Vegetarian
U04191,casual,clean-label,18-24,Man,High,None
U04192,casual,plant-based,35-44,Woman,High,Vegan
U04193,budget,gut-health,35-44,Woman,Low,Vegan
U04194,budget,clean-label,25-34,Man,Low,None
U04195,fitness,plant-based,35-44,Non-binary,Medium,Pescatarian
U04196,premium,protein,25-34,Man,Medium,Jain
U04197,budget,gut-health,35-44,Man,Low,Jain
U04198,premium,protein,25-34,Man,Low,None
U04199,fitness,low-sugar,25-34,Woman,Low,Kosher
U04200,casual,clean-label,35-44,Woman,Low,None
U04201,budget,clean-label,25-34,Man,Medium,Vegan
U04202,premium,plant-based,35-44,Man,Medium,Jain
U04203,premium,protein,18-24,Woman,Medium,None
U04204,budget,gut-health,45-54,Non-binary,High,None
U04205,budget,plant-based,18-24,Man,High,None
U04206,premium,plant-based,55+,Woman,Low,Kosher
U04207,premium,plant-based,35-44,Non-binary,High,None
U04208,budget,plant-based,25-34,Man,Medium,None
U04209,premium,gut-health,35-44,Man,Medium,None
U04210,premium,clean-label,25-34,Woman,High,Vegetarian
U04211,budget,plant-based,35-44,Man,Medium,Vegetarian
U04212,premium,protein,35-44,Man,Medium,None
U04213,premium,gut-health,18-24,Woman,Medium,None
U04214,premium,gut-health,25-34,Man,Low,Vegetarian
U04215,premium,protein,25-34,Prefer not to say,Low,None
U04216,budget,low-sugar,18-24,Man,Low,None
U04217,budget,gut-health,25-34,Woman,Low,Vegan
U04218,casual,clean-label,25-34,Non-binary,Low,None
U04219,budget,plant-based,45-54,Man,Low,None
