order_id,state,city_tier,occasion
ORD047389,New York,Tier 2,road-trip
ORD047390,Calfornia,Tier 1,late-night
ORD047391,New York,Tier 1,on-the-go
ORD047392,Florida,Tier 3,daily snack
ORD047393,Georgia,Tier 1,daily snack
ORD047395,Georgia,Tier 3,gym
ORD047396,Florida,Unknown,late-night
ORD047397,Colorado,Tier 2,marathon-prep
ORD047398,Calfornia,Tier 1,late-night
ORD047399,Illinois,Tier 2,festive
ORD047400,Washington,Tier 3,daily snack
ORD047401,Washington,Tier 3,late-night
ORD047402,Calfornia,Tier 1,late-night
ORD047403,NY,Tier 2,road-trip
ORD047404,Washington,Tier 2,religious-fasting
ORD047405,NY,Tier 2,on-the-go
ORD047406,California,Tier 2,religious-fasting
ORD047407,Illinois,Tier 1,on-the-go
ORD047408,NY,Tier 3,gym
ORD047409,Calfornia,Tier 3,gym
ORD047410,New York,Tier 3,festive
ORD047411,New York,Tier 2,gym
ORD047412,NY,Tier 2,religious-fasting
ORD047413,Colorado,Tier 3,religious-fasting
ORD047414,NY,Tier 2,festive
ORD047415,Illinois,Tier 3,marathon-prep
ORD047416,Georgia,Tier 1,gym
ORD047417,New York,Tier 1,daily snack
ORD047418,Georgia,Tier 1,festive
ORD047419,Florida,Unknown,gym
ORD047420,Calfornia,Tier 1,gym
ORD047421,NY,Tier 2,daily snack
ORD047422,Colorado,Unknown,marathon-prep
ORD047423,Illinois,Tier 1,late-night
ORD047424,Illinois,Tier 2,on-the-go
ORD047425,Illinois,Tier 1,late-night
ORD047426,California,Tier 2,religious-fasting
ORD047428,California,Tier 2,marathon-prep
ORD047429,Washington,Tier 2,religious-fasting
ORD047430,Calfornia,Tier 2,religious-fasting
ORD047431,California,Tier 1,late-night
ORD047432,NY,Tier 2,late-night
ORD047433,Florida,Tier 2,daily snack
ORD047434,Illinois,Tier 2,gym
ORD047435,California,Tier 2,religious-fasting
ORD047436,NY,Tier 1,marathon-prep
ORD047437,Illinois,Tier 3,religious-fasting
ORD047438,Illinois,Tier 3,festive
ORD047439,Texas,Tier 3,gym
ORD047440,Illinois,Tier 1,on-the-go
ORD047441,Calfornia,Tier 1,on-the-go
ORD047442,NY,Unknown,marathon-prep
ORD047443,Georgia,Tier 3,gym
ORD047444,New York,Tier 2,marathon-prep
ORD047445,Washington,Tier 1,gym
ORD047446,NY,Tier 1,religious-fasting
ORD047447,Colorado,Tier 3,daily snack
ORD047448,Calfornia,Unknown,religious-fasting
ORD047449,Washington,Tier 3,festive
ORD047450,Calfornia,Tier 2,on-the-go
ORD047451,California,Tier 2,gym
ORD047452,Illinois,Tier 2,road-trip
ORD047453,Washington,Tier 1,festive
ORD047454,Texas,Tier 1,festive
ORD047455,Colorado,Tier 2,on-the-go
ORD047456,Colorado,Tier 1,daily snack
ORD047457,Florida,Tier 3,religious-fasting
ORD047458,Washington,Tier 1,daily snack
ORD047459,NY,Tier 2,road-trip
ORD047460,Texas,Tier 3,on-the-go
ORD047462,Florida,Tier 2,festive
ORD047463,Calfornia,Tier 3,late-night
ORD047464,California,Tier 1,late-night
ORD047465,Colorado,Tier 2,road-trip
ORD047466,Colorado,Tier 2,daily snack
ORD047467,Calfornia,Tier 3,daily snack
ORD047469,Illinois,Tier 2,on-the-go
ORD047470,Texas,Unknown,daily snack
ORD047471,Texas,Tier 2,on-the-go
ORD047472,Washington,Tier 2,festive
ORD047473,Illinois,Tier 2,road-trip
ORD047474,NY,Tier 1,on-the-go
ORD047475,Washington,Tier 2,religious-fasting
ORD047476,NY,Tier 1,daily snack
ORD047477,Georgia,Tier 1,daily snack
ORD047478,Colorado,Tier 2,gym
ORD047479,California,Tier 2,daily snack
ORD047480,Texas,Tier 1,late-night
ORD047481,Texas,Tier 1,late-night
ORD047482,NY,Tier 3,late-night
ORD047483,New York,Tier 2,on-the-go
ORD047484,Colorado,Tier 3,festive
ORD047485,Georgia,Unknown,festive
ORD047486,NY,Tier 2,festive
ORD047487,Illinois,Tier 3,daily snack
ORD047489,NY,Tier 2,festive
ORD047490,Calfornia,Tier 1,on-the-go
ORD047491,Illinois,Tier 1,on-the-go
ORD047492,California,Tier 2,marathon-prep
ORD047493,Georgia,Tier 1,gym
ORD047494,Calfornia,Tier 1,daily snack
ORD047495,Illinois,Tier 2,religious-fasting
ORD047496,Calfornia,Tier 2,road-trip
ORD047497,New York,Tier 3,gym
ORD047498,Illinois,Tier 1,late-night
ORD047499,Colorado,Tier 2,gym
ORD047500,Illinois,Tier 3,religious-fasting
ORD047501,Colorado,Tier 1,late-night
ORD047502,Colorado,Tier 3,festive
ORD047503,Texas,Tier 2,late-night
ORD047504,Georgia,Tier 1,festive
ORD047505,Illinois,Unknown,festive
ORD047506,Colorado,Tier 3,marathon-prep
ORD047507,Washington,Tier 2,on-the-go
ORD047508,New York,Unknown,religious-fasting
ORD047509,NY,Unknown,on-the-go
ORD047510,NY,Tier 1,on-the-go
ORD047511,Illinois,Tier 1,late-night
ORD047512,Washington,Tier 2,gym
ORD047513,Washington,Tier 3,on-the-go
ORD047514,Florida,Tier 3,road-trip
ORD047515,Georgia,Tier 2,daily snack
ORD047516,Florida,Tier 2,religious-fasting
ORD047517,New York,Unknown,on-the-go
ORD047518,Washington,Unknown,on-the-go
ORD047519,Calfornia,Tier 1,road-trip
ORD047520,Florida,Tier 1,on-the-go
ORD047521,Calfornia,Unknown,road-trip
ORD047522,California,Tier 1,on-the-go
ORD047523,Colorado,Tier 2,festive
ORD047524,Florida,Unknown,late-night
ORD047525,NY,Tier 3,religious-fasting
ORD047526,Calfornia,Tier 3,road-trip
ORD047527,Texas,Tier 1,marathon-prep
ORD047528,Colorado,Tier 3,religious-fasting
ORD047529,California,Tier 2,late-night
ORD047530,California,Tier 1,festive
ORD047531,Florida,Tier 1,on-the-go
ORD047532,Texas,Tier 1,marathon-prep
ORD047533,Illinois,Tier 2,road-trip
ORD047534,New York,Tier 3,daily snack
ORD047535,Georgia,Unknown,late-night
ORD047536,Calfornia,Tier 1,late-night
ORD047537,Washington,Tier 1,late-night
ORD047538,California,Unknown,on-the-go
ORD047539,Texas,Tier 1,festive
ORD047540,Georgia,Tier 1,festive
ORD047541,California,Tier 1,late-night
ORD047542,Washington,Tier 2,late-night
ORD047543,Georgia,Tier 1,gym
ORD047544,Calfornia,Tier 1,late-night
ORD047545,Illinois,Tier 3,marathon-prep
ORD047547,Washington,Tier 2,on-the-go
ORD047548,NY,Tier 1,late-night
ORD047549,Calfornia,Tier 2,marathon-prep
ORD047550,Colorado,Tier 2,religious-fasting
ORD047551,Colorado,Unknown,religious-fasting
ORD047552,Colorado,Tier 1,religious-fasting
ORD047554,Colorado,Tier 2,religious-fasting
ORD047555,Illinois,Tier 1,late-night
ORD047557,Illinois,Tier 1,gym
ORD047558,NY,Unknown,festive
ORD047559,NY,Tier 2,gym
ORD047560,New York,Tier 2,on-the-go
ORD047561,Texas,Unknown,festive
ORD047562,Calfornia,Tier 1,on-the-go
ORD047563,Georgia,Tier 1,late-night
ORD047564,Georgia,Tier 2,gym
ORD047565,Illinois,Tier 2,religious-fasting
ORD047566,Calfornia,Tier 1,daily snack
ORD047567,NY,Unknown,gym
ORD047568,California,Tier 2,gym
ORD047570,NY,Tier 1,late-night
ORD047571,Florida,Tier 3,road-trip
ORD047572,Calfornia,Tier 1,on-the-go
ORD047573,Illinois,Tier 1,on-the-go
ORD047574,California,Tier 1,late-night
ORD047575,Florida,Tier 1,daily snack
ORD047576,Texas,Unknown,festive
ORD047577,NY,Tier 2,gym
ORD047579,Colorado,Tier 1,festive
ORD047580,Georgia,Tier 3,marathon-prep
ORD047581,New York,Tier 1,religious-fasting
ORD047582,Colorado,Tier 1,late-night
ORD047583,Washington,Tier 2,on-the-go
ORD047584,New York,Tier 1,late-night
ORD047586,NY,Tier 1,late-night
ORD047587,NY,Unknown,on-the-go
ORD047588,Texas,Tier 3,on-the-go
ORD047589,NY,Tier 1,marathon-prep
ORD047590,New York,Tier 3,marathon-prep
ORD047591,Washington,Tier 3,daily snack
ORD047592,Washington,Tier 1,festive
ORD047593,Georgia,Tier 1,late-night
ORD047594,Texas,Unknown,daily snack
ORD047596,Illinois,Tier 2,gym
ORD047597,Florida,Tier 2,festive
ORD047598,Texas,Tier 1,late-night
ORD047599,California,Tier 3,religious-fasting
ORD047600,Washington,Unknown,late-night
ORD047601,Calfornia,Tier 1,road-trip
ORD047602,Washington,Tier 2,daily snack
ORD047603,NY,Tier 1,daily snack
ORD047604,Illinois,Unknown,late-night
ORD047605,Florida,Tier 3,daily snack
ORD047606,Illinois,Tier 3,daily snack
ORD047607,Colorado,Tier 1,late-night
ORD047608,Texas,Tier 1,on-the-go
ORD047609,New York,Tier 2,late-night
ORD047610,NY,Tier 3,daily snack
ORD047612,Calfornia,Tier 1,late-night
ORD047613,Washington,Tier 2,road-trip
ORD047614,Washington,Tier 2,on-the-go
ORD047615,Florida,Tier 1,late-night
ORD047616,Washington,Tier 1,gym
ORD047617,New York,Tier 3,festive
ORD047618,Colorado,Tier 1,festive
ORD047619,Calfornia,Unknown,on-the-go
ORD047620,NY,Tier 2,road-trip
ORD047622,Calfornia,Tier 3,late-night
ORD047623,New York,Tier 2,festive
ORD047625,Texas,Tier 2,religious-fasting
ORD047626,Washington,Tier 2,gym
ORD047627,NY,Tier 1,late-night
ORD047628,Colorado,Tier 3,religious-fasting
ORD047629,Colorado,Tier 3,festive
ORD047630,Texas,Unknown,daily snack
ORD047631,Texas,Tier 2,late-night
ORD047632,Illinois,Tier 1,late-night
ORD047633,Washington,Tier 3,late-night
ORD047634,Calfornia,Tier 1,road-trip
ORD047635,Washington,Tier 3,religious-fasting
ORD047636,Illinois,Tier 1,religious-fasting
ORD047637,Colorado,Tier 2,marathon-prep
ORD047638,California,Tier 1,religious-fasting
ORD047640,Georgia,Tier 3,daily snack
ORD047641,Illinois,Tier 2,road-trip
ORD047642,Calfornia,Tier 3,religious-fasting
ORD047643,Colorado,Tier 2,late-night
ORD047644,Florida,Tier 2,road-trip
ORD047645,NY,Tier 1,late-night
ORD047646,Washington,Tier 2,daily snack
ORD047647,Calfornia,Tier 3,late-night
ORD047648,Georgia,Unknown,gym
ORD047649,Illinois,Tier 2,daily snack
ORD047650,California,Unknown,gym
ORD047651,NY,Tier 3,daily snack
ORD047652,NY,Tier 2,religious-fasting
ORD047653,Texas,Tier 2,gym
ORD047654,Colorado,Tier 3,religious-fasting
ORD047655,California,Tier 2,late-night
ORD047656,Calfornia,Tier 3,daily snack
ORD047657,Texas,Tier 3,on-the-go
ORD047658,Georgia,Tier 2,on-the-go
ORD047659,California,Tier 1,late-night
ORD047660,Florida,Tier 1,religious-fasting
ORD047661,California,Tier 1,marathon-prep
ORD047662,Illinois,Tier 1,religious-fasting
ORD047663,Washington,Tier 2,daily snack
ORD047664,Illinois,Tier 2,on-the-go
ORD047665,NY,Tier 2,gym
ORD047666,Florida,Tier 1,marathon-prep
ORD047667,Colorado,Tier 2,religious-fasting
ORD047668,Texas,Tier 1,daily snack
ORD047669,Georgia,Tier 1,late-night
ORD047670,Colorado,Tier 2,marathon-prep
ORD047671,NY,Tier 1,late-night
ORD047672,New York,Tier 1,marathon-prep
ORD047673,Colorado,Unknown,religious-fasting
ORD047674,Washington,Tier 2,gym
ORD047675,Illinois,Tier 1,on-the-go
ORD047676,New York,Tier 1,late-night
ORD047678,Colorado,Tier 3,on-the-go
ORD047679,Colorado,Tier 2,religious-fasting
ORD047680,New York,Tier 2,festive
ORD047681,Florida,Tier 3,marathon-prep
ORD047682,Calfornia,Tier 2,late-night
ORD047683,Florida,Tier 2,religious-fasting
ORD047684,California,Tier 2,on-the-go
ORD047685,Illinois,Tier 1,road-trip
ORD047686,California,Unknown,marathon-prep
ORD047687,Florida,Tier 2,gym
ORD047689,California,Tier 2,road-trip
ORD047690,Georgia,Tier 3,daily snack
ORD047691,Calfornia,Unknown,road-trip
ORD047692,Florida,Tier 2,daily snack
ORD047693,Illinois,Unknown,daily snack
ORD047694,Georgia,Unknown,daily snack
ORD047696,Illinois,Unknown,daily snack
ORD047697,Washington,Tier 1,late-night
ORD047698,Washington,Tier 1,road-trip
ORD047699,Illinois,Tier 3,late-night
ORD047701,Texas,Tier 3,road-trip
ORD047702,Illinois,Tier 2,late-night
ORD047703,Illinois,Tier 2,marathon-prep
ORD047704,Calfornia,Tier 2,religious-fasting
ORD047705,New York,Tier 1,late-night
ORD047706,Colorado,Tier 1,late-night
ORD047707,Georgia,Tier 3,gym
ORD047708,Georgia,Tier 3,festive
ORD047709,NY,Tier 2,on-the-go
ORD047710,Washington,Tier 1,daily snack
ORD047711,Georgia,Tier 2,on-the-go
ORD047712,Georgia,Tier 2,marathon-prep
ORD047713,Illinois,Tier 3,gym
ORD047714,Calfornia,Tier 2,marathon-prep
ORD047715,Florida,Tier 2,daily snack
ORD047716,Illinois,Tier 1,marathon-prep
ORD047717,Washington,Tier 1,religious-fasting
ORD047719,NY,Tier 2,gym
ORD047720,Florida,Tier 2,late-night
ORD047721,Calfornia,Tier 1,daily snack
ORD047722,Calfornia,Unknown,gym
ORD047723,California,Tier 1,on-the-go
ORD047724,California,Tier 2,road-trip
ORD047725,Georgia,Tier 1,late-night
ORD047726,Colorado,Tier 1,gym
ORD047727,Illinois,Tier 1,daily snack
ORD047728,Colorado,Tier 3,festive
ORD047729,California,Tier 1,road-trip
ORD047730,New York,Tier 2,daily snack
ORD047731,Colorado,Tier 1,daily snack
ORD047732,New York,Tier 2,road-trip
ORD047733,NY,Tier 2,on-the-go
ORD047734,Illinois,Tier 1,festive
ORD047735,Washington,Tier 2,late-night
ORD047736,Illinois,Tier 2,religious-fasting
ORD047737,California,Tier 1,late-night
ORD047738,New York,Tier 2,religious-fasting
ORD047739,Washington,Tier 3,on-the-go
ORD047740,New York,Tier 2,road-trip
ORD047741,Georgia,Tier 3,gym
ORD047742,Calfornia,Tier 2,religious-fasting
ORD047743,Illinois,Tier 1,late-night
ORD047744,Calfornia,Unknown,religious-fasting
ORD047745,Florida,Tier 3,daily snack
ORD047746,New York,Tier 1,late-night
ORD047747,Calfornia,Tier 2,religious-fasting
ORD047750,NY,Tier 3,festive
ORD047751,Illinois,Tier 2,daily snack
ORD047752,Washington,Tier 2,marathon-prep
ORD047753,Texas,Tier 1,marathon-prep
ORD047754,NY,Unknown,daily snack
ORD047755,Washington,Tier 1,religious-fasting
ORD047757,NY,Tier 3,on-the-go
ORD047758,Florida,Tier 2,daily snack
ORD047759,Washington,Tier 2,gym
ORD047760,Illinois,Tier 2,road-trip
ORD047761,NY,Tier 1,road-trip
ORD047762,Texas,Tier 3,gym
ORD047763,Washington,Tier 1,late-night
ORD047764,Calfornia,Tier 2,religious-fasting
ORD047765,Colorado,Tier 2,religious-fasting
ORD047766,Texas,Tier 1,daily snack
ORD047767,New York,Tier 3,daily snack
ORD047768,Florida,Tier 1,road-trip
ORD047769,Washington,Tier 1,on-the-go
ORD047770,Florida,Unknown,late-night
ORD047771,Florida,Tier 1,late-night
ORD047772,California,Tier 2,road-trip
ORD047773,Texas,Tier 3,daily snack
ORD047774,Washington,Tier 2,religious-fasting
ORD047775,Georgia,Tier 1,religious-fasting
ORD047776,Georgia,Tier 2,marathon-prep
ORD047777,Colorado,Tier 3,late-night
ORD047778,California,Tier 2,festive
ORD047780,Calfornia,Tier 2,daily snack
ORD047781,California,Tier 1,festive
ORD047782,Colorado,Tier 3,road-trip
ORD047783,Florida,Tier 2,road-trip
ORD047784,Washington,Tier 2,on-the-go
ORD047785,Georgia,Tier 1,gym
ORD047786,New York,Tier 1,late-night
ORD047787,Calfornia,Tier 1,late-night
ORD047788,Florida,Tier 2,religious-fasting
ORD047789,Washington,Tier 1,late-night
ORD047790,California,Unknown,religious-fasting
ORD047791,California,Tier 3,festive
ORD047792,Illinois,Tier 2,festive
ORD047793,Georgia,Tier 1,late-night
ORD047794,Washington,Tier 3,marathon-prep
ORD047795,Texas,Tier 3,religious-fasting
ORD047796,Colorado,Tier 2,late-night
ORD047797,Illinois,Tier 2,late-night
ORD047798,Washington,Tier 3,festive
ORD047799,Calfornia,Tier 3,daily snack
ORD047802,Illinois,Tier 3,religious-fasting
ORD047803,Texas,Tier 1,late-night
ORD047804,Florida,Tier 1,religious-fasting
ORD047805,Texas,Tier 1,festive
ORD047806,New York,Tier 2,on-the-go
ORD047808,Texas,Tier 1,on-the-go
ORD047809,Illinois,Tier 3,festive
ORD047810,Calfornia,Tier 1,religious-fasting
ORD047811,Washington,Tier 3,on-the-go
ORD047812,Georgia,Tier 2,festive
ORD047813,Georgia,Tier 3,religious-fasting
ORD047814,Colorado,Tier 2,late-night
ORD047815,NY,Tier 1,on-the-go
ORD047816,Washington,Tier 3,religious-fasting
ORD047817,Georgia,Tier 1,late-night
ORD047818,Texas,Tier 2,marathon-prep
ORD047819,Calfornia,Tier 3,gym
ORD047820,New York,Tier 2,festive
ORD047821,NY,Tier 1,festive
ORD047822,Calfornia,Tier 3,festive
ORD047823,Florida,Tier 1,late-night
ORD047824,Texas,Tier 3,marathon-prep
ORD047825,Texas,Tier 2,road-trip
ORD047826,Florida,Tier 3,gym
ORD047827,NY,Tier 3,road-trip
ORD047829,NY,Tier 1,late-night
ORD047831,Colorado,Tier 1,gym
ORD047832,California,Tier 3,on-the-go
ORD047833,Calfornia,Tier 2,gym
ORD047834,NY,Tier 1,late-night
ORD047836,Illinois,Tier 3,marathon-prep
ORD047837,NY,Tier 1,late-night
ORD047838,Illinois,Tier 1,late-night
ORD047839,Florida,Tier 3,religious-fasting
ORD047840,New York,Unknown,religious-fasting
ORD047841,Florida,Tier 3,on-the-go
ORD047842,Calfornia,Tier 3,daily snack
ORD047843,Georgia,Tier 2,road-trip
ORD047844,California,Tier 2,religious-fasting
ORD047845,New York,Tier 1,festive
ORD047847,New York,Tier 1,road-trip
ORD047848,Illinois,Tier 1,daily snack
ORD047849,Georgia,Tier 1,late-night
ORD047851,Colorado,Tier 2,on-the-go
ORD047852,California,Unknown,gym
ORD047853,Florida,Tier 3,religious-fasting
ORD047854,Texas,Tier 2,late-night
ORD047856,Calfornia,Tier 3,marathon-prep
ORD047857,Illinois,Tier 2,on-the-go
ORD047858,New York,Tier 2,festive
ORD047859,Texas,Tier 2,gym
ORD047860,Georgia,Tier 3,religious-fasting
ORD047861,Washington,Tier 1,daily snack
ORD047862,Washington,Tier 2,gym
ORD047863,California,Tier 2,late-night
ORD047864,New York,Tier 2,road-trip
ORD047865,Florida,Tier 2,late-night
ORD047866,Texas,Tier 2,gym
ORD047867,Calfornia,Tier 3,daily snack
ORD047868,New York,Tier 2,gym
ORD047869,Washington,Tier 2,on-the-go
ORD047870,New York,Unknown,gym
ORD047871,Texas,Tier 3,gym
ORD047872,Colorado,Tier 1,gym
ORD047873,Texas,Tier 2,religious-fasting
ORD047875,Texas,Tier 2,religious-fasting
ORD047876,Illinois,Tier 2,marathon-prep
ORD047877,Texas,Tier 2,marathon-prep
ORD047878,Colorado,Tier 1,gym
ORD047879,Calfornia,Tier 3,religious-fasting
ORD047880,NY,Tier 2,gym
ORD047881,Texas,Unknown,road-trip
ORD047882,New York,Tier 2,religious-fasting
ORD047883,Illinois,Tier 1,festive
ORD047884,Texas,Tier 2,road-trip
ORD047885,Florida,Tier 1,late-night
ORD047886,NY,Tier 1,late-night
ORD047887,Illinois,Tier 3,late-night
ORD047888,Colorado,Tier 1,daily snack
ORD047889,Florida,Tier 3,on-the-go
ORD047890,New York,Tier 2,daily snack
ORD047891,New York,Tier 3,road-trip
ORD047892,Texas,Tier 3,late-night
ORD047893,Georgia,Tier 1,late-night
ORD047894,California,Unknown,gym
ORD047895,New York,Tier 1,late-night
ORD047896,New York,Tier 1,road-trip
ORD047897,NY,Tier 2,road-trip
ORD047898,New York,Tier 3,festive
ORD047899,Washington,Unknown,daily snack
ORD047900,NY,Unknown,marathon-prep
ORD047901,Illinois,Tier 2,religious-fasting
ORD047902,New York,Tier 1,late-night
ORD047903,New York,Unknown,late-night
ORD047904,Calfornia,Tier 1,religious-fasting
ORD047905,California,Tier 1,daily snack
ORD047906,Texas,Unknown,marathon-prep
ORD047907,California,Tier 1,on-the-go
ORD047908,Texas,Tier 1,late-night
ORD047909,Texas,Tier 1,late-night
ORD047910,Georgia,Tier 1,gym
ORD047911,Texas,Tier 2,festive
ORD047912,Georgia,Tier 1,late-night
ORD047913,Illinois,Tier 1,late-night
ORD047914,Washington,Tier 2,late-night
ORD047915,NY,Tier 1,religious-fasting
ORD047916,Florida,Tier 1,gym
ORD047917,NY,Tier 1,road-trip
ORD047919,Illinois,Tier 2,late-night
ORD047920,Georgia,Tier 2,on-the-go
ORD047922,NY,Unknown,on-the-go
ORD047923,California,Tier 2,festive
ORD047924,New York,Tier 3,religious-fasting
ORD047925,Calfornia,Tier 2,road-trip
ORD047926,Florida,Tier 1,religious-fasting
ORD047927,California,Tier 1,festive
ORD047928,NY,Tier 2,festive
ORD047929,Calfornia,Tier 1,religious-fasting
ORD047930,Illinois,Tier 2,daily snack
ORD047931,Georgia,Tier 1,daily snack
ORD047932,Washington,Tier 1,marathon-prep
ORD047933,California,Tier 1,late-night
ORD047934,Calfornia,Tier 1,daily snack
ORD047935,Texas,Tier 3,road-trip
ORD047936,Washington,Tier 2,religious-fasting
ORD047937,NY,Tier 1,late-night
ORD047938,Illinois,Tier 2,on-the-go
ORD047939,New York,Tier 1,gym
ORD047940,California,Tier 2,religious-fasting
ORD047941,California,Tier 2,late-night
ORD047942,New York,Tier 1,late-night
ORD047943,Illinois,Tier 1,festive
ORD047944,New York,Tier 1,late-night
ORD047945,Georgia,Tier 3,road-trip
ORD047946,Texas,Tier 1,road-trip
ORD047947,New York,Tier 1,festive
ORD047948,Illinois,Unknown,religious-fasting
ORD047949,NY,Tier 2,marathon-prep
ORD047950,Texas,Tier 1,festive
ORD047951,California,Tier 2,religious-fasting
ORD047952,Washington,Tier 1,late-night
ORD047953,Florida,Tier 1,festive
ORD047954,Georgia,Unknown,gym
ORD047955,Florida,Tier 2,gym
ORD047956,New York,Tier 2,religious-fasting
ORD047957,Georgia,Unknown,marathon-prep
ORD047958,Texas,Tier 1,late-night
ORD047959,Texas,Tier 1,late-night
ORD047960,New York,Tier 2,gym
ORD047961,Texas,Tier 2,marathon-prep
ORD047962,New York,Tier 2,road-trip
ORD047963,NY,Unknown,festive
ORD047964,New York,Tier 1,religious-fasting
ORD047966,Florida,Tier 1,religious-fasting
ORD047967,Calfornia,Tier 2,festive
ORD047968,Illinois,Tier 2,gym
ORD047969,Calfornia,Tier 2,religious-fasting
ORD047970,Texas,Tier 1,religious-fasting
ORD047971,Colorado,Unknown,marathon-prep
ORD047972,Illinois,Tier 1,late-night
ORD047973,Colorado,Unknown,festive
ORD047974,Calfornia,Tier 3,on-the-go
ORD047975,Calfornia,Unknown,road-trip
ORD047976,NY,Tier 1,late-night
ORD047977,Illinois,Tier 1,late-night
ORD047978,Texas,Tier 3,road-trip
ORD047979,NY,Tier 3,festive
ORD047980,Georgia,Unknown,daily snack
ORD047981,California,Tier 3,religious-fasting
ORD047982,NY,Tier 3,late-night
ORD047984,NY,Unknown,gym
ORD047985,NY,Tier 1,late-night
ORD047986,Texas,Tier 3,road-trip
ORD047987,Texas,Tier 1,late-night
ORD047988,California,Tier 2,religious-fasting
ORD047989,Florida,Tier 3,late-night
ORD047990,California,Unknown,religious-fasting
ORD047991,Florida,Tier 1,road-trip
ORD047993,Washington,Tier 3,late-night
ORD047994,Washington,Unknown,daily snack
ORD047995,Georgia,Tier 2,road-trip
ORD047996,Illinois,Tier 2,marathon-prep
ORD047997,Texas,Tier 2,festive
ORD047998,New York,Tier 3,road-trip
ORD047999,Colorado,Tier 3,on-the-go
ORD048000,Washington,Tier 1,festive
ORD048002,Illinois,Tier 3,on-the-go
ORD048003,Georgia,Tier 3,religious-fasting
ORD048004,New York,Tier 1,late-night
ORD048005,Texas,Unknown,festive
ORD048006,Colorado,Tier 3,on-the-go
ORD048007,Georgia,Tier 2,daily snack
ORD048008,Calfornia,Tier 1,festive
ORD048009,Florida,Unknown,religious-fasting
ORD048010,California,Tier 3,daily snack
ORD048011,Texas,Tier 1,on-the-go
ORD048012,Colorado,Tier 2,gym
ORD048013,NY,Tier 1,late-night
ORD048014,Colorado,Tier 2,festive
ORD048015,NY,Tier 1,gym
ORD048016,Florida,Tier 2,marathon-prep
ORD048017,Calfornia,Tier 1,on-the-go
ORD048018,NY,Tier 1,late-night
ORD048019,Illinois,Tier 1,religious-fasting
ORD048020,New York,Tier 1,religious-fasting
ORD048021,Illinois,Unknown,religious-fasting
ORD048022,Texas,Tier 1,late-night
ORD048023,Florida,Tier 2,gym
ORD048024,New York,Tier 1,late-night
ORD048025,Texas,Tier 3,road-trip
ORD048026,Florida,Tier 3,religious-fasting
ORD048027,Calfornia,Tier 3,daily snack
ORD048028,NY,Unknown,on-the-go
ORD048029,Illinois,Tier 1,on-the-go
ORD048030,New York,Tier 1,religious-fasting
ORD048031,Florida,Tier 2,daily snack
ORD048032,Washington,Tier 3,marathon-prep
ORD048033,Illinois,Tier 1,late-night
ORD048034,Washington,Tier 1,gym
ORD048035,Florida,Tier 3,festive
ORD048036,Calfornia,Tier 1,late-night
ORD048037,Colorado,Tier 3,late-night
ORD048038,Colorado,Tier 2,religious-fasting
ORD048040,California,Tier 1,late-night
ORD048041,Colorado,Tier 2,marathon-prep
ORD048042,Washington,Tier 1,late-night
ORD048043,New York,Unknown,festive
ORD048044,Illinois,Tier 3,marathon-prep
ORD048045,Illinois,Tier 3,religious-fasting
ORD048046,Texas,Tier 1,religious-fasting
ORD048047,Calfornia,Tier 2,religious-fasting
ORD048048,NY,Tier 2,marathon-prep
ORD048049,California,Unknown,gym
ORD048050,Illinois,Tier 2,late-night
ORD048051,Illinois,Tier 1,on-the-go
ORD048052,NY,Tier 3,on-the-go
ORD048053,Georgia,Tier 1,late-night
ORD048054,California,Tier 2,festive
ORD048055,Calfornia,Tier 2,religious-fasting
ORD048056,Illinois,Tier 1,festive
ORD048057,New York,Tier 1,late-night
ORD048058,Georgia,Tier 3,gym
ORD048059,Calfornia,Tier 2,late-night
ORD048060,Texas,Tier 3,gym
ORD048061,New York,Tier 2,religious-fasting
ORD048062,Texas,Unknown,late-night
ORD048063,Texas,Tier 2,marathon-prep
ORD048064,Florida,Tier 2,on-the-go
ORD048065,Colorado,Tier 3,festive
ORD048066,California,Tier 3,daily snack
ORD048067,New York,Tier 2,road-trip
ORD048068,Georgia,Tier 1,late-night
ORD048069,New York,Tier 1,road-trip
ORD048070,Colorado,Tier 3,late-night
ORD048072,Washington,Tier 1,gym
ORD048073,Georgia,Tier 3,religious-fasting
ORD048074,California,Tier 1,late-night
ORD048075,NY,Tier 3,late-night
ORD048077,NY,Tier 1,on-the-go
ORD048078,Calfornia,Unknown,religious-fasting
ORD048079,NY,Tier 3,religious-fasting
ORD048080,New York,Tier 2,gym
ORD048081,Georgia,Tier 1,late-night
ORD048082,California,Tier 2,late-night
ORD048084,Calfornia,Tier 2,religious-fasting
ORD048085,California,Tier 1,festive
ORD048086,California,Tier 3,religious-fasting
ORD048087,Illinois,Tier 1,late-night
ORD048089,Washington,Tier 1,late-night
ORD048090,Georgia,Tier 1,marathon-prep
ORD048091,Washington,Tier 1,late-night
ORD048092,Texas,Tier 1,late-night
ORD048093,Illinois,Tier 2,daily snack
ORD048094,Illinois,Tier 2,religious-fasting
ORD048095,New York,Tier 1,on-the-go
ORD048096,Washington,Tier 2,late-night
ORD048097,Illinois,Unknown,road-trip
ORD048098,Georgia,Tier 2,on-the-go
ORD048099,Georgia,Tier 2,festive
ORD048100,NY,Tier 1,festive
ORD048101,Colorado,Tier 2,festive
ORD048102,New York,Tier 1,late-night
